0	1
ADD(0.5*trigrams(a.rdfs:label, b.dbpp:name), 0.5*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the labels of the source and target have a trigrams similarity of 0.5 or the latitude coordinates of the source and target have a WGS84 similarity of 0.5.
average(jaroWinkler(b.dbpp:name,a.rdfs:label|0.80),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80))	The link will be generated if the names of the source and target have maximum Jaro-Winkler similarity or the geographic coordinates of the source and target have minimum WGS84 distance.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.75))	The link will be generated if the latitude and longitude of the source and target are within a maximum distance of 0.75 kilometers.
ADD(0.5*trigrams(a.rdfs:label, b.geonames:name), 0.5*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the labels of the source and the target have a trigrams similarity of at least 0.5 or the latitudes of the source and the target have a WGS84 similarity of at least 0.5.
average(jaroWinkler(b.geonames:name,a.rdfs:label|0.80),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80))	The link will be generated if the name of the source and the label of the target have maximum jaroWinkler similarity or the geographic coordinates of the source and the target have minimum wgs84 similarity.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.85))	The link will be generated if the geographic coordinates of the source and target have an average similarity of at least 0.85 in terms of WGS84 distance.
ADD(1*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the latitude of the source and the latitude of the target are within a distance of 1 degree according to the WGS84 spatial reference system.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80))	The link will be generated if the geographic coordinates of the source and target have a minimum average distance of 0.8 kilometers.
average(max(equality(b.rdfs:label,a.rdfs:label|0.80)),average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80)))	The link will be generated if the labels of the source and the target have at least 80% equality or the latitude and longitude coordinates of the source and the target have an average distance of at least 80% in WGS84.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.95))	The link will be generated if the geographic coordinates of the source and the target have a similarity of at least 95%.
ADD(0.5*MAX(Levenshtein(a.rdfs:label, b.rdfs:label), Levenshtein(, b.rdfs:label), Levenshtein(a.dbpedia-prop:title, b.rdfs:label), Levenshtein(a.rdfs:label, b.cordis:acronym), Levenshtein(, b.cordis:acronym), Levenshtein(a.dbpedia-prop:title, b.cordis:acronym), Levenshtein(a.dbpedia-prop:name, b.cordis:acronym)), 0.5*MAX(Equality(a.dbpedia-prop:website, b.foaf:page), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference)))	The link will be generated if the labels of the source and target have at least 50% maximum Levenshtein Distance with any of the labels, titles, or acronyms of the target, and the website, project reference, or reference of the source and target are at least 50% identical.
average(max(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:title|0.95),levenshtein(b.cordis:acronym,a.rdfs:label|0.95),levenshtein(b.cordis:acronym,a.dbpedia-prop:redirect|0.95),levenshtein(b.cordis:acronym,a.dbpedia-prop:title|0.95),levenshtein(b.cordis:acronym,a.dbpedia-prop:name|0.95)),max(equality(b.foaf:page,a.dbpedia-prop:website|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference/dbpedia-prop:projectreference|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference|0.95),equality(b.cordis:reference,a.dbpedia-prop:projectreference|0.95)))	The link will be generated if the labels of the source and target have maximum levenshtein Distance or the references of the source and target have maximum equality in their project references, with a threshold of 0.95 for all comparisons.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and the target have maximum q-gram similarity with a tolerance of 0.1.
MAX(Jaro(a.foaf:name, b.foaf:name))	The link will be generated if the names of the source and the target have maximum Jaro similarity.
max(jaro(b.foaf:name,a.foaf:name|0.90))	The link will be generated if the names of the source and target have maximum Jaro similarity of at least 0.90.
equality(b.akt:has-author,a.akt:has-author|0.98)	The link will be generated if the authors of the source and target have identical values, with a threshold of 0.98.
MAX(Jaro(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Jaro similarity.
max(jaro(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have a Jaro similarity of at least 0.90.
ADD(0.5*MAX(Jaro(b.rdfs:label, a\dbpedia-prop:wikiPageRedirects.rdfs:label), trigrams(a.rdfs:label, b.rdfs:label)), 0.5*MAX(trigrams(, ), trigrams(b.rdfs:label, a\dbpedia-prop:coordinator.rdfs:label)))	The link will be generated if the labels of the source and the target have at least 50% Jaro similarity or the labels of the source and the coordinator of the target have at least 50% trigrams similarity.
average(max(jaro(b.rdfs:label,a.dbpedia-prop:wikiPageRedirects|0.95),jaroWinkler(b.rdfs:label,a.rdfs:label|0.95)),max(jaroWinkler(b.cordis:url,a.foaf:homepage|0.95),jaroWinkler(b.rdfs:label,a.dbpedia-prop:coordinator|0.95)))	The link will be generated if the labels of the source and the target have maximum jaro similarity, or the URL of the source and the homepage of the target have maximum jaro winkler similarity, or the label of the source and the coordinator of the target have maximum jaro winkler similarity.
max(num(b.dbpedia-owl:populationTotal,a.dbpedia-owl:populationTotal|0.5))	The link will be generated if the population totals of the source and the target have maximum similarity (with a threshold of 0.5).
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the label of the source has a maximum similarity to the redirect page, name, or label of the target, with a minimum similarity threshold of 0.90.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.drugbank:genericName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.drugbank:genericName,a.foaf:name|0.90),levenshtein(b.drugbank:genericName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and target have maximum levenshtein distance, considering redirects and synonyms, in any of the following combinations: b's rdfs:label and a's wikiPageRedirects, b's rdfs:label and a's foaf:name, b's rdfs:label and a's rdfs:label, b's drugbank:genericName and a's wikiPageRedirects, b's drugbank:genericName and a's foaf:name, or b's drugbank:genericName and a's rdfs:label.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.drugbank:geneName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.drugbank:geneName,a.foaf:name|0.90),levenshtein(b.drugbank:geneName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance, considering the redirects, name, and labels from DBpedia, FOAF, and RDFS, or if the gene name of the source and the target have maximum levenshtein Distance, considering the redirects, name, and labels from DBpedia, FOAF, and RDFS.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.95),levenshtein(b.rdfs:label,a.foaf:name|0.95),levenshtein(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance, either from the source's label to the target's wiki page redirect, or to the target's foaf name, or to the target's rdfs label, with a minimum similarity threshold of 0.95.
average(levenshtein(b.eunis:binomialName,a.rdfs:label|0.97),levenshtein(b.dwc:genus,a.dbpedia-owl:genus|0.97))	The link will be generated if the binomial name of the source and the label of the target have a levenshtein distance of 0.97 or less, or the genus of the source and the genus of the target have a levenshtein distance of 0.97 or less.
ADD(0.5*Levenshtein(a.rdfs:label, b.eunis:binomialName), 0.5*Levenshtein(, b.dwc:genus))	The link will be generated if the label of the source has a 0.5 weighted average Levenshtein distance of 0.5 to the binomial name of the target and 0.5 to the genus of the target.
MAX(Jaro(a.dbpedia-owl:spokenIn.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the places where the spoken language of the source and the target are spoken have maximum Jaro similarity.
max(jaro(b.rdfs:label,a.dbpedia-owl:spokenIn|0.90))	The link will be generated if the labels of the source and target have maximum Jaro similarity or the spoken-in property of the target is highly likely (with a probability of 0.9) to be related to the label of the source.
average(max(levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the names of the source and target have average minimum levenshtein Distance among the given name types, or the coordinates of the source and target have maximum wgs84 similarity.
ADD(0.5*MAX(Levenshtein(, b.geonames:name), Levenshtein(a.foaf:name, b.geonames:alternateName), Levenshtein(b.geonames:name, a.foaf:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(b.geonames:alternateName, )), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the names of the source and target have a maximum Levenshtein distance of 0.5 or the latitudes of the source and target have a maximum WGS84 distance of 0.5.
ADD(0.5*MAX(Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(, b.geonames:name)), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the labels of the source and target have at least 50% Levenshtein similarity or the latitudes of the source and target have at least 50% similarity based on their WGS84 coordinates.
average(max(levenshtein(b.geonames:name,a.rdfs:label|0.9),levenshtein(b.geonames:alternateName,a.rdfs:label|0.9),levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.9)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9)))	The link will be generated if the names of the source and target have maximum levenshtein distance or the coordinates of the source and target have maximum wgs84 distance.
average(max(levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:name,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:alternateName,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the average of the levenshtein distances between the alternate name of the source and the name of the target, the name of the source and the name of the target, the name of the source and the name from dbpedia, the alternate name of the source and the name from dbpedia, the name of the source and the label of the target, the alternate name of the source and the label of the target, the name of the source and the wiki page redirects of the target, and the alternate name of the source and the wiki page redirects of the target, is maximum, or the geocoordinates of the source and the target have minimum wgs84 distance.
ADD(0.5*MAX(Levenshtein(a.foaf:name, b.geonames:alternateName), Levenshtein(a.foaf:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:alternateName), Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(, b.geonames:name), Levenshtein(, b.geonames:alternateName)), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the names of the source and target have at least 50% similarity based on Levenshtein distance, considering multiple name fields, or if the latitude coordinates of the source and target are within 50% of each other.
max(levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:name,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:alternateName,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90))	The link will be generated if the names of the source and the target have maximum Levenshtein distance similarity, considering the alternate name, name, and labels from Geonames, FOAF, DBpedia, and RDFS, with a threshold of 0.90.
average(max(jaroWinkler(b.geospecies:hasCanonicalName,a.<http:|0.96)),max(jaroWinkler(b.geospecies:hasWikipediaArticle,a.http://xmlns.com/foaf/0.1/page>|0.96)))	The link will be generated if the species name of the source and the canonical name of the target have maximum jaroWinkler similarity or the species name of the source and the Wikipedia article of the target have maximum jaroWinkler similarity.
ADD(0.5*MAX(trigrams(a.dbp:binomial, b.geospecies:hasCanonicalName)), 0.5*MAX(trigrams(b.geospecies:hasWikipediaArticle, a.foaf:page)))	The link will be generated if the binomial name of the source and the canonical name of the target have at least 50% trigrams similarity, or the Wikipedia article name of the target and the page name of the source have at least 50% trigrams similarity.
average(max(levenshtein(b.foaf:name,a.dbpedia-prop:name|0.90)),max(levenshtein(b.foaf:name,a.dbpedia:birthDate|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:born|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:dateOfBirth|0.90),levenshtein(b.foaf:name,a.dbpedia:deathDate|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:dateOfDeath|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:died|0.90)))	The link will be generated if the names of the source and target have maximum levenshtein distance, or their names have maximum levenshtein distance with respect to the birth, born, date of birth, death, date of death, or died properties of the target, with a threshold of 0.90.
ADD(0.5*MAX(Levenshtein(a.dbpedia-prop:name, )), 0.5*MAX(Levenshtein(a.dbpedia:birthDate, ), Levenshtein(a.dbpedia-prop:born, ), Levenshtein(a.dbpedia-prop:dateOfBirth, ), Levenshtein(a.dbpedia:deathDate, ), Levenshtein(a.dbpedia-prop:dateOfDeath, ), Levenshtein(a.dbpedia-prop:died, )))	The link will be generated if the name, birth date, born date, date of birth, death date, and died date of the source and target have a weighted average Levenshtein distance of at most 0.5.
MAX(Levenshtein(a.rdfs:label, b.rdfs:label), Levenshtein(a.rdfs:label, b.dc:alternative), Levenshtein(a.dbpedia-prop:name, b.rdfs:label), Levenshtein(a.dbpedia-prop:name, b.dc:alternative), Levenshtein(, b.rdfs:label), Levenshtein(, b.dc:alternative))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance, or the labels have alternative forms, or the source has a name and the target has a label or an alternative, or the source has a name and the target has a label or an alternative.
max(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.dc:alternative,a.rdfs:label|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.dc:alternative,a.dbpedia-prop:name|0.95),levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.95),levenshtein(b.dc:alternative,a.dbpedia:wikiPageRedirects|0.95))	The link will be generated if the labels of the source and target have maximum levenshtein distance with a threshold of 0.95, or the alternative labels of the source and target have maximum levenshtein distance with a threshold of 0.95, or the labels and wiki page redirects of the source and target have maximum levenshtein distance with a threshold of 0.95.
average(max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90)),max(levenshtein(b.linkedct:address_city,a.dbpedia-prop:subdivisionName|0.90)))	The link will be generated if the label of the source and the label of the target (after redirect) have maximum levenshtein Distance or the city of the source and the subdivision name of the target have maximum levenshtein Distance.
ADD(0.5*MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label)), 0.5*MAX(Levenshtein(a.dbpedia-prop:subdivisionName, b\linkedct:address_city.linkedct:address_state.rdfs:label)))	The link will be generated if the labels of the source and target have a maximum Levenshtein distance of 0.5 or the subdivision name of the source and the city and state of the target have a maximum Levenshtein distance of 0.5.
MAX(Levenshtein(a.rdfs:label, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance or the name of the source matches the label of the target or the label of the source matches the label of the target.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the label of the source has maximum levenshtein distance with the label of the target's redirect page or with the target's own label, with a threshold of 0.90.
MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Levenshtein distance.
MAX(Levenshtein(, ), Levenshtein(a.foaf:name, ), Levenshtein(a.rdfs:label, ))	The link will be generated if the name of the source, the name of the target, or the label of the target have minimum Levenshtein distance.
MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and target have maximum Levenshtein Distance, or the name of the source and the label of the target have maximum Levenshtein Distance, or the label of the source and the label of the target have maximum Levenshtein Distance.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.93),levenshtein(b.rdfs:label,a.rdfs:label|0.93))	The link will be generated if the label of the source has a maximum levenshtein distance with either the label of the target or the redirect page of the target, with a threshold of 0.93.
MAX(Levenshtein(, ), Levenshtein(a.rdfs:label, ))	The link will be generated if the label of the source and the label of the target have maximum Levenshtein distance.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the similarity between the labels of the source and the target is at least 0.5 or the latitudes of the source and the target are similar according to WGS84.
MAX(Jaro(a.lgdp:country, b.dbpprop:cctld))	The link will be generated if the country of the source and the country code top-level domain of the target have maximum Jaro similarity.
max(jaro(b.dbpprop:cctld,a.lgdp:country|0.90))	The link will be generated if the country codes of the source and target have a jaro similarity of at least 0.90.
average(wgs84(b.geo:geometry,a.geo:geometry|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the spatial proximity of the source and target, based on their geometric coordinates, is above 0.9 or their labels have a jaro similarity above 0.9.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.geo:geometry, b.geo:geometry))	The link will be generated if the labels of the source and target have a Jaro similarity of at least 0.5 or the coordinates of the source and target have a WGS84 similarity of at least 0.5.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have an average Levenshtein distance of less than 0.95.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.linkedmdb:actor,a.dbpedia-owl:starring|0.95))	The link will be generated if the labels of the source and target have a minimum Levenshtein distance of 0.95 or the actor of the source is the same as the starring of the target.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.foaf:made,a.dbpedia-owl:director|0.95))	The link will be generated if the labels of the source and target have a minimum Levenshtein distance of 0.95 or the director of the source and the director of the target have a minimum Levenshtein distance of 0.95.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.linkedmdb:director,a.dbpedia-owl:director|0.95),equality(b.linkedmdb:initial_release_date,a.dbpedia-owl:releaseDate|0.95))	The link will be generated if the labels of the source and target have at least 95% Levenshtein similarity, the directors of the source and target have at least 95% Levenshtein similarity, and the release dates of the source and target are equal.
ADD(0.333333333333333333*Levenshtein(, ), 0.333333333333333333*Levenshtein(a.dbpedia-owl:director.rdfs:label, ), 0.333333333333333333*Equality(a.dbpedia-owl:releaseDate, b.linkedmdb:initial_release_date))	The link will be generated if the title of the source and the title of the target have a weighted Levenshtein distance of 0.333, the labels of the source and the target have a weighted Levenshtein distance of 0.333, and the release dates of the source and the target are equal.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.linkedmdb:producer,a.dbpedia-owl:producer|0.95))	The link will be generated if the labels of the source and target have a minimum Levenshtein distance of 0.95, or the producers of the source and target have a minimum Levenshtein distance of 0.95.
average(max(levenshtein(b.foaf:name,a.rdfs:label@de|0.5),levenshtein(b.foaf:name,a.rdfs:label|0.5),levenshtein(b.foaf:name,a.dbpedia-prop:redirect|0.5),levenshtein(b.foaf:name,a.dbpedia-prop:title|0.5),levenshtein(b.foaf:name,a.dbpedia-prop:libraryName|0.5)),max(levenshtein(b.foaf:page,a.dbpedia-prop:website|0.5),levenshtein(b.hcterms:hasCard,a.dbpedia-prop:location|0.5),levenshtein(b.hcterms:hasCard,a.dbpedia:location|0.5),levenshtein(b.hcterms:hasCard,a.dbpedia-prop:city|0.5),levenshtein(b.hcterms:hasCard,a.dbpedia-prop:libraryName|0.5),levenshtein(b.hcterms:hasCard,a.dbpedia-prop:libraryName|0.5),levenshtein(b.geo:location,a.geo:lat|0.5),levenshtein(b.geo:location,a.geo:long|0.5),levenshtein(b.hcterms:hasCard,a.dbpedia-prop:country|0.5)))	The link will be generated if the name of the source has a minimum Levenshtein distance to the labels of the target, the website of the source has a minimum Levenshtein distance to the website of the target, or the location of the source has a minimum Levenshtein distance to the latitude, longitude, city, country, or library name of the target.
average(max(levenshtein(b.rdfs:label,a.rdfs:label@en|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.dc:title,a.rdfs:label@en|0.95),levenshtein(b.dc:title,a.dbpedia-prop:redirect|0.95),levenshtein(b.dc:title,a.dbpedia-prop:name|0.95)),max(levenshtein(b.foaf:maker,a.dbpedia-owl:artist|0.95),levenshtein(b.mo:label,a.dbpedia-owl:recordLabel|0.95),levenshtein(b.mo:label,a.dbpedia-prop:label|0.95)))	The link will be generated if the labels of the source and target have maximum Levenshtein similarity, or the redirect, name, or title of the source matches the redirect, name, or label of the target, or the maker of the source matches the artist, record label, or label of the target.
average(max(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.foaf:name,a.rdfs:label|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:redirect|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:name|0.95)),max(equality(b.foaf:homepage,a.foaf:homepage|0.95),levenshtein(b.mo:wikipedia,a.foaf:page|0.95),levenshtein(b.foaf:maker,a.dbpedia-owl:artist|0.95)))	The link will be generated if the labels of the source and target have maximum levenshtein Distance, or the target's label matches the redirect, name, or redirect name of the source, or the source's name matches the label, redirect, or name of the target, or the source's homepage matches the target's homepage, or the target's Wikipedia page has a similar levenshtein Distance to the source's FOAF page, or the target's artist matches the source's DBpedia artist.
average(max(levenshtein(b.rdfs:label,a.rdfs:label@en|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.foaf:name,a.rdfs:label@en|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:redirect|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:name|0.95)),max(equality(b.foaf:homepage,a.foaf:homepage|0.95),levenshtein(b.mo:wikipedia,a.foaf:page|0.95),levenshtein(b.foaf:member,a.dbpedia-prop:currentMembers|0.95),levenshtein(b.foaf:member,a.dbpedia-prop:currentMembers|0.95),levenshtein(b.foaf:maker,a.dbpedia-prop:artist|0.95)))	The link will be generated if the labels of the source and target have maximum Levenshtein similarity, or the homepage of the source and target are equal, or the Wikipedia page of the source is similar to the page of the target, or the members of the source are similar to the current members of the target, or the maker of the source is similar to the artist of the target.
average(max(levenshtein(b.rdfs:label,a.rdfs:label@en|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.foaf:name,a.rdfs:label@en|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:redirect|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:name|0.95)),max(equality(b.foaf:homepage,a.foaf:homepage|0.95),levenshtein(b.mo:wikipedia,a.foaf:page|0.95),levenshtein(b.foaf:maker,a.dbpedia-owl:artist|0.95)))	The link will be generated if the labels of the source and target have maximum Levenshtein distance similarity (considering English labels, redirect pages, and names) or their homepage URLs, Wikipedia pages, or creator/artist information have maximum similarity.
