0	1
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have a minimum distance of 0.9 degrees or the labels of the source and target have maximum jaro similarity with the name or alternate name of the target.
average(jaroWinkler(b.dbpp:name,a.rdfs:label|0.80),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80))	The link will be generated if the names of the source and target have maximum Jaro-Winkler similarity or the geographic coordinates of the source and target have minimum WGS84 distance.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have a maximum similarity of 0.9, or the labels of the source and target have a maximum jaro similarity of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have a maximum similarity of 0.9 or the labels of the source and the target have a maximum jaro similarity.
MAX(Jaro(a.foaf:name, b.foaf:name))	The link will be generated if the names of the source and the target have maximum Jaro similarity.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% Jaro similarity, or their latitudes have at least 50% WGS84 similarity.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and the target have at least 50% Jaro similarity or the latitudes of the source and the target are similar according to WGS84.
max(jaro(b.foaf:name,a.foaf:name|0.90))	The link will be generated if the names of the source and target have a Jaro similarity of at least 0.90.
jaroWinkler(b.dc:creator,a.foaf:name|0.98)	The link will be generated if the creator of the source and the name of the target have Jaro-Winkler similarity of at least 0.98.
ADD(0.5*Levenshtein(a.rdfs:label, b.eunis:binomialName), 0.5*Levenshtein(, b.dwc:genus))	The link will be generated if the label of the source has a 0.5 weighted average Levenshtein distance of 0.5 to the binomial name of the target and 0.5 to the genus of the target.
MAX(Levenshtein(, ), Levenshtein(a.rdfs:label, ))	The link will be generated if the label of the source and the label of the target have maximum Levenshtein distance.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and the target have at least 50% Jaro similarity or their latitudes have at least 50% WGS84 similarity.
ADD(0.333333333333333333*Equality(a.bibliographic:has_created.dcterms:title, b\dbpediaowl:author.dbpp:name[@lang='en']), 0.333333333333333333*trigrams(a.foaf:name, b.foaf:name), 0.333333333333333333*Equality(a.bibliographic:hasCreated.bibo:isbn10, b\dbpediaowl:author.dbpp:isbn))	The link will be generated if the title of the source and the author's name of the target have a similarity of at least 0.333, the names of the source and target have a trigrams similarity of at least 0.333, and the ISBN10 of the source and the ISBN of the target have a similarity of at least 0.333.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have maximum wgs84 similarity or the labels of the source and the target have maximum jaro similarity.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity or the latitudes of the source and the target have at least 50% WGS84 similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have average proximity within 0.9 kilometers, or the labels of the source and the target have minimum levenshtein Distance, or the alternate names of the source and the target have minimum levenshtein Distance.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have a minimum wgs84 distance of 0.9 or the labels of the source and target have a maximum jaro similarity of 0.9.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance with a threshold of 0.9, considering both the redirect page and the direct label.
ADD(0.5*MAX(Levenshtein(a.foaf:name, b.geonames:alternateName), Levenshtein(a.foaf:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:alternateName), Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(, b.geonames:name), Levenshtein(, b.geonames:alternateName)), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the names of the source and target have a maximum Levenshtein distance of 0.5, or the latitude coordinates of the source and target have a maximum WGS84 distance of 0.5.
average(equality(b.skos:notation,a.dgadmingeo:standardCode|0.95))	The link will be generated if the SKOS notation of the source and the standard code of the target have an equality with a confidence of at least 0.95.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and the target have a Jaro similarity of at least 0.5, or if their latitudes have a WGS84 distance of at least 0.5.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.9))	The link will be generated if the labels of the source and the target have average levenshtein distance of 0.9 or less.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and the target have maximum q-gram similarity with a threshold of 0.1.
ADD(0.333333333333333333*Levenshtein(, ), 0.333333333333333333*Levenshtein(a.dbpedia-owl:director.rdfs:label, ), 0.333333333333333333*Equality(a.dbpedia-owl:releaseDate, b.linkedmdb:initial_release_date))	The link will be generated if the title of the source and the title of the target have a weighted Levenshtein distance of 0.333, the labels of the source and the target have a weighted Levenshtein distance of 0.333, and the release dates of the source and the target are equal.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.linkedmdb:director,a.dbpedia-owl:director|0.95),equality(b.linkedmdb:initial_release_date,a.dbpedia-owl:releaseDate|0.95))	The link will be generated if the labels of the source and target have at least 95% Levenshtein similarity, the directors of the source and target have at least 95% Levenshtein similarity, and the release dates of the source and target are equal.
average(max(jaroWinkler(b.geospecies:hasCanonicalName,a.<http:|0.96)),max(jaroWinkler(b.geospecies:hasWikipediaArticle,a.http://xmlns.com/foaf/0.1/page>|0.96)))	The link will be generated if the species name of the source and the canonical name of the target have maximum Jaro-Winkler similarity or the Wikipedia article of the source and the page of the target have maximum Jaro-Winkler similarity.
max(jaroWinkler(b.stitch:organism,a.rdfs:label|0.90))	The link will be generated if the organism name of the source has maximum Jaro-Winkler similarity with the label of the target, with a threshold of 0.90.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have an average distance of less than 0.9 kilometers or the labels of the source and target have a jaro similarity of at least 0.9.
average(levenshtein(b.akt:full-name,a.foaf:name|0.8))	The link will be generated if the full name of the source and the name of the target have an average Levenshtein distance of 0.8 or less.
average(max(levenshtein(b.foaf:name,a.dbpedia-prop:name|0.90)),max(levenshtein(b.foaf:name,a.dbpedia:birthDate|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:born|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:dateOfBirth|0.90),levenshtein(b.foaf:name,a.dbpedia:deathDate|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:dateOfDeath|0.90),levenshtein(b.foaf:name,a.dbpedia-prop:died|0.90)))	The link will be generated if the name of the source and the name, birth date, birth place, date of birth, death date, or death place of the target have minimum Levenshtein distance with a threshold of 0.90.
ADD(0.5*MAX(Levenshtein(, b.geonames:name), Levenshtein(a.foaf:name, b.geonames:alternateName), Levenshtein(b.geonames:name, a.foaf:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(b.geonames:alternateName, )), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the names of the source and target have maximum Levenshtein Distance, or the alternate names, or the labels, or the latitudes have maximum WGS84, with a weighted combination of 0.5 for both conditions.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the labels of the source and target have at least 50% Jaro similarity or the latitudes of the source and target are at least 50% similar according to WGS84.
ADD(0.5*MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label)), 0.5*MAX(Levenshtein(a.dbpedia-prop:subdivisionName, b\linkedct:address_city.linkedct:address_state.rdfs:label)))	The link will be generated if the labels of the source and target have a maximum Levenshtein distance of 0.5 or the subdivision name of the source and the city and state of the target have a maximum Levenshtein distance of 0.5.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the labels of the source and target have a Jaro similarity of at least 0.5 or their latitudes have a WGS84 distance of at most 0.5.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target are similar within a distance of 0.9 kilometers or the names of the source and target have a jaro similarity of at least 0.9.
average(max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90)),max(levenshtein(b.linkedct:address_city,a.dbpedia-prop:subdivisionName|0.90)))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance or the city of the source and the subdivision name of the target have maximum levenshtein Distance, with a threshold of 0.90.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.7))	The link will be generated if the labels of the source and target have an average levenshtein distance of at least 0.7.
average(max(levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the names of the source and the target have maximum levenshtein Distance in at least 90% of the cases, considering various names (geonames:name, alternateName, foaf:name, rdfs:label, dbpedia:wikiPageRedirects) or the coordinates of the source and the target have maximum wgs84 similarity in at least 90% of the cases.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.85))	The link will be generated if the geographic coordinates of the source and the target have an average distance of at most 0.85 degrees in the wgs84 system.
max(jaro(b.foaf:name,a.foaf:name|0.90))	The link will be generated if the names of the source and target have maximum Jaro similarity of at least 0.90.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have a minimum distance of 0.9 degrees or the labels of the source and target have a maximum Jaro similarity of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have average minimum wgs84 distance or the labels of the source and target have maximum jaro similarity.
average(max(levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the names of the source and the target have average maximum levenshtein Distance or the coordinates of the source and the target have maximum wgs84 similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have an average distance of less than 0.9 degrees, or the labels of the source and the target have a minimum levenshtein Distance of 0.9.
equality(b.rdfs:label,a.rdfs:label|0.0)	The link will be generated if the labels of the source and the target are equal.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographic locations of the source and target are within a 0.9 degree radius or the labels of the source and target have a maximum jaro similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target are within 0.9 degrees apart or the labels of the source and target have a minimum levenshtein distance of 0.9 in either the name or alternate name fields.
average(levenshtein(b.geospecies:hasCanonicalName,a.eunis:binomialName|0.97))	The link will be generated if the binomial name of the target (a.eunis:binomialName) has a Levenshtein distance of 0.97 or less from the canonical name of the source (b.geospecies:hasCanonicalName).
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have average proximity within 0.9 kilometers or the labels of the source and target have maximum jaro similarity with a threshold of 0.9.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the labels of the source and target have at least 50% Jaro similarity or the latitudes of the source and target have at least 50% WGS84 similarity.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity or the latitudes of the source and the target have similar WGS84 coordinates.
average(max(levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the names of the source and the target have a minimum levenshtein distance of 0.9, or the coordinates of the source and the target have a minimum wgs84 distance of 0.9.
average(jaroWinkler(b.rdfs:label,a.rdfs:label|0.70))	The link will be generated if the labels of the source and target have an average Jaro-Winkler similarity of at least 0.70.
MIN(Trigram(countryname.rdfs:label, b.dc:title))	The link will be generated if the country name has a minimum trigram similarity with the title.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have a minimum distance of 0.9 kilometers, or the labels of the source and target have a minimum levenshtein distance of 0.9, or the source's label and the target's alternate name have a minimum levenshtein distance of 0.9.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum Levenshtein distance similarity, considering the redirects, names, and labels of the target, with a threshold of 0.90.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have a Jaro similarity of at least 0.5, or their latitudes have a WGS84 distance of at least 0.5.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and the target have average minimum wgs84 distance of 0.9 or the labels of the source and the target have maximum jaro similarity of 0.9.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name or alternate name of the source has at least 50% Jaro similarity with the label of the target, or the latitude of the source and target have a WGS84 distance of at least 50%.
ADD(1*Levenshtein(a.eunis:binomialName, b.geospecies:hasCanonicalName))	The link will be generated if the binomial name of the source entity matches the canonical name of the target entity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the latitude and longitude of the source and target have minimum wgs84 distance or the labels of the source and target have maximum jaro similarity, or the alternate name of the target has maximum jaro similarity with the label of the source.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the labels of the source and target have at least 50% Jaro similarity or the latitudes of the source and target have at least 50% WGS84 similarity.
equality(b.akt:has-author,a.akt:has-author|0.98)	The link will be generated if the authors of the source and target have identical values, with a threshold of 0.98.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the latitude and longitude of the source and target have average similarity of 0.9 or the labels of the source and target have minimum levenshtein distance of 0.9 or the alternate name of the target is similar to the label of the source by levenshtein distance of 0.9.
average(jaroWinkler(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have an average Jaro-Winkler similarity of at least 0.95.
average(equality(b.rail:crs,a.naptan:crsRef|0.95))	The link will be generated if the CRS (Coordinate Reference System) of the rail and the CRS reference of the NAPTAN (National Public Transport Access Point) have an equality of at least 95%.
average(jaccard(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and target have a jaccard similarity of at least 0.1.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.93),levenshtein(b.rdfs:label,a.rdfs:label|0.93))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance or the labels of the source and the target have maximum Levenshtein Distance with a similarity threshold of 0.93.
MAX(Jaro(a.foaf:name, b.foaf:name))	The link will be generated if the names of the source and target have maximum Jaro similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographic coordinates of the source and target have a minimum distance of 0.9 degrees or the labels of the source and target have a minimum levenshtein distance of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have minimum wgs84 distance of 0.9 degrees or the labels of the source and target have maximum jaro similarity or the alternate name of the target has maximum jaro similarity with the label of the source.
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the similarity between the labels of the source and the target is at least 0.5 or the latitudes of the source and the target are similar according to WGS84.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have average similarity of 0.9, or the labels of the source and target have minimum levenshtein Distance of 0.9, or the alternate name of the target has minimum levenshtein Distance of 0.9 with the label of the source.
max(jaro(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and target have maximum Jaro similarity with a threshold of 0.90.
average(jaroWinkler(b.rdfs:label,a.rdfs:label|0.95),equality(b.dcterms:creator,a.dcterms:creator|0.95))	The link will be generated if the labels of the source and target have a Jaro-Winkler similarity of at least 0.95 or the creators of the source and target are equal.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have average proximity within 0.9 degrees or the labels of the source and target have minimum levenshtein distance or the alternate names of the source and target have minimum levenshtein distance.
MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance or the names of the source and the target have maximum Levenshtein Distance or the source's own label has maximum Levenshtein Distance with the target's label.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographic locations of the source and target have minimum wgs84 distance within 0.9 kilometers or the labels of the source and target have maximum jaro similarity with the names and alternate names of the target.
average(wgs84(b.geo:geometry,a.geo:geometry|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the spatial proximity of the source and target is within 0.9 or their labels have maximum Jaro similarity.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.linkedmdb:director,a.dbpedia-owl:director|0.95),equality(b.linkedmdb:initial_release_date,a.dbpedia-owl:releaseDate|0.95))	The link will be generated if the labels of the source and target have a minimum levenshtein distance of 0.95, the directors of the source and target have a minimum levenshtein distance of 0.95, or the release dates of the source and target are equal.
levenshteinDistance(b.rdfs:label,a.skos0:prefLabel|0.0)	The link will be generated if the label of the source and the preferred label of the target have a minimum levenshtein Distance.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and target have maximum q-grams similarity with a threshold of 0.1.
ADD(1*Equality(a.naptan:crsRef, b.rail:crs))	The link will be generated if the CRS reference of the source's Naptan and the CRS of the target's Rail are equal.
jaroWinkler(b.am:name,a.foaf:name|0.9)	The link will be generated if the names of the source and target have a Jaro-Winkler similarity of at least 0.9.
ADD(1*Levenshtein(a.foaf:name, b.foaf:name))	The link will be generated if the names of the source and target have a maximum Levenshtein distance of 1.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance or the labels of the source and the target have maximum levenshtein Distance.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity, or if the latitudes of the source and the target are similar according to WGS84.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity, or the latitudes of the source and the target have at least 50% WGS84 similarity.
ADD(1*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the latitude of the source and the latitude of the target are within a distance of 1 degree according to the WGS84 spatial reference system.
