0	1
jaccard(x.comment, y.movie)|0.0 OR matchrating(x.comment, y.movie)|0.25 OR overlap(x.comment, y.movie)|0.0 OR daitchmokotoff(x.comment, y.movie)|0.25 AND matchrating(x.movie, y.movie)|0.25	The link will be generated if the resource's comment of the source and the resource's movie of the target has a complete mismatch of Jaccard similarity or a 25% of Matchrating similarity or the movie of the source and the target resources has a complete mismatch of Overlap similarity and the resource's comment of the source and the resource's movie of the target has a 25% of Daitchmokotoff similarity and the movie of the source and the target resources has a 25% of Matchrating similarity
levenshtein(x.title, y.director)|0.82 AND (trigrams(x.director, y.director)|0.25 OR doublemeta(x.title, y.title)|0.82 OR trigrams(x.title, y.director)|0.25) AND doublemeta(x.director, y.title)|0.25 AND trigrams(x.title, y.title)|0.82 AND jaccard(x.title, y.title)|0.25	The link will be generated if the resource's title of the source and the resource's director of the target has an 82% of Levenshtein similarity and the director of the source and the target resources has a 25% of Trigrams similarity and the title of the source and the target resources has an 82% of Doublemeta similarity or the resource's title of the source and the resource's director of the target has a 25% of Trigrams similarity or the resource's director of the source and the resource's title of the target has a 25% of Doublemeta similarity and the title of the source and the target resources has an 82% of Trigrams similarity and a 25% of Jaccard similarity
overlap(x.name, y.director)|0.82 AND (OR(matchrating(x.director, y.director)|1.0 AND soundex(x.name, y.name)|0.82 AND matchrating(x.name, y.director)|1.0)|0.82 OR soundex(x.director, y.name)|1.0) OR (matchrating(x.name, y.name)|0.82 AND cosine(x.name, y.name)|1.0)|1.0	The link will be generated if the resource's name of the source and the resource's director of the target has an 82% of Overlap similarity or the director of the source and the target resources has an exact match of Matchrating similarity or the resource's x.name of the source and the resource's name of the target has an 82% of Soundex similarity or the resource's name of the source and the resource's director of the target has an exact match of Matchrating similarity or the resource's x.director of the source and the resource's name of the target has an exact match of Soundex similarity or the name of the source and the target resources has an 82% of Matchrating similarity or an exact match of Cosine similarity
qgrams(x.workDescription,y.workDescription)|0.82 AND jaccard(x.givenName,y.workDescription)|1.0 OR overlap(x.givenName,y.givenName)|0.82 AND qgrams(x.givenName,y.workDescription)|1.0	The link will be generated if the workDescription of the source and the target resources has an 82% of Qgrams similarity or the resource's givenName of the source and the resource's workDescription of the target has an exact match of Jaccard similarity or the givenName of the source and the target resources has an 82% of Overlap similarity or the resource's givenName of the source and the resource's workDescription of the target has an exact match of Qgrams similarity
overlap(x.title,y.workDescription)|0.45 AND (OR(qgrams(x.workDescription,y.workDescription)|0.25 OR meta(x.title,y.title)|0.45 OR qgrams(x.title,y.workDescription)|0.25)|0.45 OR meta(x.workDescription,y.title)|0.25 OR qgrams(x.title,y.title)|0.45 AND jaccard(x.title,y.title)|0.25	The link will be generated if the resource's title of the source and the resource's workDescription of the target has a 45% of Overlap similarity or the workDescription of the source and the target resources has a 25% of Qgrams similarity or the title of the source and the target resources has a 45% of Meta similarity or the resource's title of the source and the resource's workDescription of the target has a 25% of Qgrams similarity or the resource's workDescription of the source and the resource's title of the target has a 25% of Meta similarity or the title of the source and the target resources has a 45% of Qgrams similarity or a 25% of Jaccard similarity
overlap(x.givenName, y.director)|0.82 AND (OR(matchrating(x.director, y.director)|0.55 AND meta(x.givenName, y.givenName)|0.82 AND matchrating(x.givenName, y.director)|0.55)|0.82 OR meta(x.director, y.givenName)|0.55 OR matchrating(x.givenName, x.givenName)|0.82 AND nysiis(x.givenName, y.givenName)|0.55	The link will be generated if the resource's givenName of the source and the resource's director of the target has an 82% of Overlap similarity or the director of the source and the target resources has a 55% of Matchrating similarity or the givenName of the source and the target resources has an 82% of Meta similarity or the resource's givenName of the source and the resource's director of the target has a 55% of Matchrating similarity or the resource's director of the source and the resource's givenName of the target has a 55% of Meta similarity or the givenName of the source and the target resources has an 82% of Matchrating similarity or the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has a 55% of Nysiis similarity
matchrating(x.firstName, y.description)|1.0 AND jaccard(x.firstName, y.description)|0.82 AND (matchrating(x.firstName, y.description)|1.0 AND jaroWinkler(x.description, y.description)|0.82 AND meta(x.firstName, y.description)|1.0)|0.82	The link will be generated if the resource's firstName of the source and the resource's description of the target has an 82% of Jaccard similarity and an exact match of Matchrating similarity and the description of the source and the target resources has an 82% of Jarowinkler similarity and the resource's firstName of the source and the resource's description of the target has an exact match of Meta similarity and the description of the source and the target resources has an exact match of Matchrating similarity
jaroWinkler(x.name,y.workDescription)|0.45 AND (trigrams(x.workDescription,y.workDescription)|1.0 OR soundex(x.name,y.name)|0.45 OR trigrams(x.name,y.workDescription)|1.0)|0.45 AND soundex(x.workDescription,y.name)|1.0	The link will be generated if the resource's name of the source and the resource's workDescription of the target has a 45% of Jarowinkler similarity and the workDescription of the source and the target resources has an exact match of Trigrams similarity and the resource's x.name of the source and the resource's name of the target has a 45% of Soundex similarity or the resource's name of the source and the resource's workDescription of the target has an exact match of Trigrams similarity or the resource's x.workDescription of the source and the resource's name of the target has an exact match of Soundex similarity
refinedsoundex(x.title, y.title)|0.0 AND (overlap(x.title, y.title)|1.0 AND cosine(x.title, y.title)|0.0) OR overlap(x.title, y.title)|1.0	The link will be generated if the resource's x.title of the source and the resource's title of the target has a complete mismatch of Refinedsoundex similarity and the resource's title of the source and the resource's product of the target has an exact match of Overlap similarity and the title of the source and the target resources has a complete mismatch of Cosine similarity and an exact match of Overlap similarity and an Overlap similarity
levenshtein(x.title,y.product)|0.82 AND qgrams(x.product,y.product)|1.0 AND daitchmokotoff(x.title,y.title)|0.82 AND qgrams(x.title,y.product)|1.0 AND daitchmokotoff(x.product,y.title)|1.0 AND cosine(x.title,y.title)|1.0	The link will be generated if the resource's title of the source and the resource's product of the target has an 82% of Levenshtein similarity and the product of the source and the target resources has an exact match of Qgrams similarity and the title of the source and the target resources has an 82% of Daitchmokotoff similarity and the resource's title of the source and the resource's product of the target has an exact match of Qgrams similarity and the resource's product of the source and the resource's title of the target has an exact match of Daitchmokotoff similarity and the title of the source and the target resources has an 82% of Qgrams similarity and an exact match of Cosine similarity
mongeElkan(x.name, y.authors)|0.45 AND (qgrams(x.authors, y.authors)|0.55 OR meta(x.name, y.name)|0.45) OR qgrams(x.name, y.authors)|0.55 OR meta(x.authors, y.name)|0.55	The link will be generated if the resource's name of the source and the resource's author of the target has a 45% of Mongeelkan similarity or the author of the source and the target resources has a 55% of Qgrams similarity or the name of the source and the target resources has a 45% of Meta similarity or the resource's name of the source and the resource's author of the target has a 55% of Qgrams similarity or the resource's author of the source and the resource's name of the target has a 55% of Meta similarity
levenshtein(x.givenName, y.streetname)|0.82 AND (trigrams(x.streetname, y.streetname)|1.0 OR soundex(x.givenName, y.givenName)|0.82 OR trigrams(x.givenName, y.streetname)|1.0)|0.82 OR soundex(x.streetname, y.givenName) | 1.0 OR trigrams(x.givenName, y.givenName) | 0.82 OR nysiis(x.givenName, y.givenName) | 1.0	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has an 82% of Levenshtein similarity or the streetname of the source and the target resources has an exact match of Trigrams similarity or the resource's x.givenName of the source and the resource's givenName of the target has an 82% of Soundex similarity and the resource's givenName of the source and the resource's streetname of the target has an exact match of Trigrams similarity and the resource's x.streetname of the source and the resource's givenName of the target has an exact match of Soundex similarity or the givenName of the source and the target resources has an 82% of Trigrams similarity or the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has an exact match of Nysiis similarity
mongeElkan(x.givenName, y.label)|0.82 AND (qgrams(x.label, y.label)|0.55 AND daitchmokotoff(x.givenName, y.givenName)|0.82) AND qgrams(x.givenName, y.label)|0.55 AND daitchmokotoff(x.label, y.givenName)|0.55 AND (qgrams(x.givenName, y.givenName)|0.82 AND nysiis(x.givenName, y.givenName)|0.55)	The link will be generated if the resource's givenName of the source and the resource's label of the target has an 82% of Mongeelkan similarity and the label of the source and the target resources has a 55% of Qgrams similarity and the givenName of the source and the target resources has an 82% of Daitchmokotoff similarity and the resource's givenName of the source and the resource's label of the target has a 55% of Qgrams similarity and the resource's label of the source and the resource's givenName of the target has a 55% of Daitchmokotoff similarity and the givenName of the source and the target resources has an 82% of Qgrams similarity and the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has a 55% of Nysiis similarity
trigrams(x.title, y.title)|0.82 AND cosine(x.movie, y.movie)|0.55 OR trigrams(x.title, y.title)|0.55 OR Koeln(x.movie, y.movie)|0.82 AND Koeln(x.title, y.title)|0.82 AND trigrams(x.movie, y.movie)|0.55	The link will be generated if the title of the source and the target resources has an 82% of Trigrams similarity and the movie of the source and the target resources has a 55% of Cosine similarity and the title of the source and the target resources has a 55% of Trigrams similarity or the movie of the source and the target resources has an 82% of Koeln similarity and the title of the source and the target resources has an 82% of Koeln similarity and the movie of the source and the target resources has a 55% of Trigrams similarity
Koeln(x.name, y.name)|0.0 OR jaccard(x.name, y.name)|0.25 OR (Koeln(x.authors, y.authors)|0.0 AND jaccard(x.name, y.name)|0.25)|0.25 OR (matchrating(x.name, y.name)|0.0 OR (jaccard(x.authors, y.authors)|0.25 OR Koeln(x.authors, y.authors)|0.0)|0.25 OR Koeln(x.name, y.name)|0.0)|0.0 OR matchrating(x.authors, y.authors)|0.25	The link will be generated if the name of the source and the target resources has a complete mismatch of Koeln similarity or a 25% of Jaccard similarity and the author of the source and the target resources has a complete mismatch of Koeln similarity and the name of the source and the target resources has a 25% of Jaccard similarity or a complete mismatch of Matchrating similarity or the author of the source and the target resources has a 25% of Jaccard similarity or the name of the source and the target resources has a 25% of Matchrating similarity and the author of the source and the target resources has a complete mismatch of Koeln similarity or the name of the source and the target resources has a complete mismatch of Koeln similarity or the author of the source and the target resources has a 25% of Matchrating similarity
ratcliff(x.title, y.title)|0.45 AND mongeElkan(x.streetname, y.streetname)|0.25 AND nysiis(x.streetname, y.streetname)|0.25 AND ratcliff(x.streetname, y.title)|0.45 OR mongeElkan(x.streetname, y.title)|0.45 AND ratcliff(x.title, y.streetname)|0.25	The link will be generated if the title of the source and the target resources has a 45% of Ratcliff similarity and the streetname of the source and the target resources has a 25% of Mongeelkan similarity and the resource's streetname of the source and the resource's iis(x.streetname,y.streetname of the target has a 25% of Nysiis similarity and the resource's streetname of the source and the resource's title of the target has a 45% of Ratcliff similarity and a 45% of Mongeelkan similarity and the resource's title of the source and the resource's streetname of the target has a 25% of Ratcliff similarity
levenshtein(x.firstName, y.director)|0.45 AND (qgrams(x.director, y.director)|0.55 OR caverphone1(x.firstName, y.firstName)|0.45) AND (qgrams(x.firstName, y.director)|0.55 OR caverphone1(x.firstName, y.firstName)|0.45) OR caverphone1(x.director, y.firstName)|0.55 OR qgrams(x.firstName, y.firstName)|0.45 OR jaccard(x.firstName, y.firstName)|0.55	The link will be generated if the resource's firstName of the source and the resource's director of the target has a 45% of Levenshtein similarity or the director of the source and the target resources has a 55% of Qgrams similarity or the firstName of the source and the target resources has a 45% of Caverphone1 similarity and the resource's firstName of the source and the resource's director of the target has a 55% of Qgrams similarity and the resource's director of the source and the resource's firstName of the target has a 55% of Caverphone1 similarity or the firstName of the source and the target resources has a 45% of Qgrams similarity or a 55% of Jaccard similarity
nysiis(x.comment, y.streetname)|0.82 AND qgrams(x.comment, y.streetname)|0.25 OR mongeElkan(x.streetname, y.streetname)|0.82 AND doublemeta(x.comment, y.streetname)|0.25|0.82|0.82	The link will be generated if the resource's comment of the source and the resource's iis(x.comment,y.streetname of the target has an 82% of Nysiis similarity or the resource's comment of the source and the resource's streetname of the target has a 25% of Qgrams similarity or the streetname of the source and the target resources has an 82% of Mongeelkan similarity and the resource's comment of the source and the resource's streetname of the target has a 25% of Doublemeta similarity and the streetname of the source and the target resources has a 25% of Qgrams similarity
refinesoundex(x.comment, y.comment)|0.0 AND (levenshtein(x.comment, y.streetname)|1.0 AND jaccard(x.comment, y.comment)|0.0 OR levenshtein(x.comment, y.comment)|1.0)	The link will be generated if the resource's x.comment of the source and the resource's comment of the target has a complete mismatch of Refinedsoundex similarity and the resource's comment of the source and the resource's streetname of the target has an exact match of Levenshtein similarity and the comment of the source and the target resources has a complete mismatch of Jaccard similarity and an exact match of Levenshtein similarity and a Levenshtein similarity
nysiis(x.name, y.director)|0.82 AND qgrams(x.name, y.director)|1.0 OR (qgrams(x.name, y.director)|1.0 AND levenshtein(x.director, y.director)|0.82) OR refinedsoundex(x.name, y.director)|1.0	The link will be generated if the resource's name of the source and the resource's iis(x.name,y.director of the target has an 82% of Nysiis similarity or the resource's name of the source and the resource's director of the target has an exact match of Qgrams similarity or the director of the source and the target resources has an 82% of Levenshtein similarity or the resource's x.name of the source and the resource's director of the target has an exact match of Refinedsoundex similarity or the director of the source and the target resources has an exact match of Qgrams similarity
jaroWinkler(x.title, y.authors)|0.82 OR (trigrams(x.authors, y.authors)|1.0 AND caverphone1(x.title, y.title)|0.82) OR trigrams(x.title, y.authors)|1.0 OR caverphone1(x.authors, y.title)|1.0	The link will be generated if the resource's title of the source and the resource's author of the target has an 82% of Jarowinkler similarity or the author of the source and the target resources has an exact match of Trigrams similarity or the title of the source and the target resources has an 82% of Caverphone1 similarity or the resource's title of the source and the resource's author of the target has an exact match of Trigrams similarity or the resource's author of the source and the resource's title of the target has an exact match of Caverphone1 similarity
ratcliff(x.comment, y.comment)|0.0 AND (jaroWinkler(x.director, y.director)|0.55 AND cosine(x.director, y.director)|0.55 OR ratcliff(x.director, y.comment)|0.0)|0.55 AND jaroWinkler(x.director, y.comment)|0.0 AND ratcliff(x.comment, y.director)|0.55	The link will be generated if the comment of the source and the target resources has a complete mismatch of Ratcliff similarity and the director of the source and the target resources has a 55% of Jarowinkler similarity and a 55% of Cosine similarity or the resource's director of the source and the resource's comment of the target has a complete mismatch of Ratcliff similarity and a complete mismatch of Jarowinkler similarity and the resource's comment of the source and the resource's director of the target has a 55% of Ratcliff similarity
matchrating(x.director, y.director)|0.82 OR jaccard(x.title, y.director)|0.25 AND OR(Koeln(x.title, y.title)|0.82, matchrating(x.title, y.director)|0.25)|0.82	The link will be generated if the director of the source and the target resources has an 82% of Matchrating similarity or the resource's title of the source and the resource's director of the target has a 25% of Jaccard similarity or the title of the source and the target resources has an 82% of Koeln similarity or the resource's title of the source and the resource's director of the target has a 25% of Matchrating similarity
matchrating(x.name, y.authors)|1.0 AND jaccard(x.name, y.authors)|0.0 AND (Koeln(x.authors, y.authors)|0.0 AND caverphone1(x.name, y.authors)|1.0) OR matchrating(x.authors, y.authors)|1.0	The link will be generated if the resource's name of the source and the resource's author of the target has a complete mismatch of Jaccard similarity and an exact match of Matchrating similarity and the author of the source and the target resources has a complete mismatch of Koeln similarity and the resource's name of the source and the resource's author of the target has an exact match of Caverphone1 similarity and the author of the source and the target resources has an exact match of Matchrating similarity
trigrams(x.firstName, y.firstName)|0.82 AND jaroWinkler(x.workDescription, y.workDescription)|0.25 AND jaccard(x.firstName, y.firstName)|0.82 OR trigrams(x.firstName, y.firstName)|0.25 AND jaroWinkler(x.firstName, y.firstName)|0.25	The link will be generated if the firstName of the source and the target resources has an 82% of Trigrams similarity and the workDescription of the source and the target resources has a 25% of Jarowinkler similarity and the firstName of the source and the target resources has an 82% of Jaccard similarity and a 25% of Trigrams similarity and a Jarowinkler similarity
matchrating(x.comment, y.movie)|0.25 AND jaccard(x.comment, y.movie)|0.45 OR (matchrating(x.comment, y.movie)|0.25 AND levenshtein(x.movie, y.movie)|0.45 OR ratcliff(x.comment, y.movie)|0.25)|0.45 OR matchrating(x.movie, y.movie)|0.25	The link will be generated if the resource's comment of the source and the resource's movie of the target has a 45% of Jaccard similarity and a 25% of Matchrating similarity and the movie of the source and the target resources has a 45% of Levenshtein similarity or the resource's comment of the source and the resource's movie of the target has a 25% of Ratcliff similarity or the movie of the source and the target resources has a 25% of Matchrating similarity
refinedsoundex(x.firstName, y.firstName)|0.0 AND mongeElkan(x.firstName, y.firstName)|1.0 AND (nysiis(x.firstName, y.firstName)|0.0 AND mongeElkan(x.firstName, y.firstName)|1.0)|0.0	The link will be generated if the resource's x.firstName of the source and the resource's firstName of the target has a complete mismatch of Refinedsoundex similarity and the resource's firstName of the source and the resource's product of the target has an exact match of Mongeelkan similarity and the resource's firstName of the source and the resource's iis(x.firstName,y.firstName of the target has a complete mismatch of Nysiis similarity and the firstName of the source and the target resources has an exact match of Mongeelkan similarity and an exact match of Mongeelkan similarity
matchrating(x.name, y.description)|0.0 AND jaccard(x.name, y.description)|0.0 OR (matchrating(x.description, y.description)|0.25 OR overlap(x.description, y.description)|0.0 OR daitchmokotoff(x.name, y.description)|0.25) OR matchrating(x.description, y.description)|0.25	The link will be generated if the resource's name of the source and the resource's description of the target has a complete mismatch of Jaccard similarity or a 25% of Matchrating similarity or the description of the source and the target resources has a complete mismatch of Overlap similarity or the resource's name of the source and the resource's description of the target has a 25% of Daitchmokotoff similarity or the description of the source and the target resources has a 25% of Matchrating similarity
nysiis(x.firstName, y.workDescription)|0.82 AND jaroWinkler(x.firstName, y.workDescription)|0.25 OR matchrating(x.firstName, y.workDescription)|0.25 AND levenshtein(x.workDescription, y.workDescription)|0.82 OR refinedsoundex(x.firstName, y.workDescription)|0.25	The link will be generated if the resource's firstName of the source and the resource's iis(x.firstName,y.workDescription of the target has an 82% of Nysiis similarity or the resource's firstName of the source and the resource's workDescription of the target has a 25% of Matchrating similarity or the workDescription of the source and the target resources has an 82% of Levenshtein similarity and the resource's x.firstName of the source and the resource's workDescription of the target has a 25% of Refinedsoundex similarity and the workDescription of the source and the target resources has a 25% of Matchrating similarity
daitchmokotoff(x.title, y.title)|0.82 AND (mongeElkan(x.workDescription, y.workDescription)|0.25 AND nysiis(x.workDescription, y.workDescription)|0.25 OR daitchmokotoff(x.workDescription, y.title)|0.82) AND mongeElkan(x.workDescription, y.title)|0.82 AND daitchmokotoff(x.title, y.workDescription)|0.25	The link will be generated if the title of the source and the target resources has an 82% of Daitchmokotoff similarity and the workDescription of the source and the target resources has a 25% of Mongeelkan similarity and the resource's workDescription of the source and the resource's iis(x.workDescription,y.workDescription of the target has a 25% of Nysiis similarity or the resource's workDescription of the source and the resource's title of the target has an 82% of Daitchmokotoff similarity and an 82% of Mongeelkan similarity and the resource's title of the source and the resource's workDescription of the target has a 25% of Daitchmokotoff similarity
matchrating(x.comment, y.workDescription)|0.25 AND (jaccard(x.comment, y.workDescription)|0.45 OR (matchrating(x.comment, y.workDescription)|0.25 AND Koeln(x.workDescription, y.workDescription)|0.45 OR soundex(x.comment, y.workDescription)|0.25)|0.45) OR matchrating(x.workDescription, y.workDescription)|0.25	The link will be generated if the resource's comment of the source and the resource's workDescription of the target has a 45% of Jaccard similarity and a 25% of Matchrating similarity and the workDescription of the source and the target resources has a 45% of Koeln similarity or the resource's x.comment of the source and the resource's workDescription of the target has a 25% of Soundex similarity or the workDescription of the source and the target resources has a 25% of Matchrating similarity
levenshtein(x.description, y.description)|1.0 AND nysiis(x.givenName, y.givenName)|0.0 AND trigrams(x.givenName, y.givenName)|1.0 AND trigrams(x.givenName, y.givenName)|1.0 OR levenshtein(x.givenName, y.givenName)|1.0	The link will be generated if the givenName of the source and the target resources has a complete mismatch of Trigrams similarity and the description of the source and the target resources has an exact match of Levenshtein similarity and the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has a complete mismatch of Nysiis similarity and the givenName of the source and the target resources has an exact match of Trigrams similarity and an exact match of Levenshtein similarity
jaccard(x.comment, y.streetname)|0.0 AND (qgrams(x.comment, y.streetname)|1.0 OR levenshtein(x.streetname, y.streetname)|0.0) OR refinedsoundex(x.comment, y.streetname)|1.0 OR qgrams(x.streetname, y.streetname)|1.0	The link will be generated if the resource's comment of the source and the resource's streetname of the target has a complete mismatch of Jaccard similarity and an exact match of Qgrams similarity and the streetname of the source and the target resources has a complete mismatch of Levenshtein similarity or the resource's x.comment of the source and the resource's streetname of the target has an exact match of Refinedsoundex similarity or the streetname of the source and the target resources has an exact match of Qgrams similarity
levenshtein(x.name,y.streetname)|0.0 AND (qgrams(x.streetname,y.streetname)|0.55 OR caverphone1(x.name,y.name)|0.0) OR qgrams(x.name,y.streetname)|0.55 OR caverphone1(x.streetname,y.name)|0.55	The link will be generated if the resource's name of the source and the resource's streetname of the target has a complete mismatch of Levenshtein similarity or the streetname of the source and the target resources has a 55% of Qgrams similarity or the name of the source and the target resources has a complete mismatch of Caverphone1 similarity or the resource's name of the source and the resource's streetname of the target has a 55% of Qgrams similarity or the resource's streetname of the source and the resource's name of the target has a 55% of Caverphone1 similarity
mongeElkan(x.title, y.director)|0.82 AND (qgrams(x.director, y.director)|0.55 OR meta(x.title, y.title)|0.82) AND qgrams(x.title, y.director)|0.55 OR meta(x.director, y.title)|0.55	The link will be generated if the resource's title of the source and the resource's director of the target has an 82% of Mongeelkan similarity or the director of the source and the target resources has a 55% of Qgrams similarity or the title of the source and the target resources has an 82% of Meta similarity and the resource's title of the source and the resource's director of the target has a 55% of Qgrams similarity and the resource's director of the source and the resource's title of the target has a 55% of Meta similarity
