0	1
AND(OR(contains(x.geo,y.geo)|0.82,AND(OR(jaroWinkler(x.street,y.street)|0.37,levenshtein(x.city,y.city)|0.46)|0.49,ratcliff(x.street,y.street)|0.46)|0.43)|0.57,levenshtein(x.city,y.city)|0.46)	WENN eine Geometrie die andere mit 82 % Sicherheit enthält ODER die Straßen- und Städtenamen (Jaro-Winkler, Levenshtein, Ratcliff) alle relativ ähnlich sind, DANN stellen sie wahrscheinlich dieselbe Entität dar
AND(OR(intersects(x.geo,y.geo)|0.82,AND(OR(cosine(x.city,y.city)|0.52,jaroWinkler(x.street,y.street)|0.56)|0.46,cosine(x.city,y.city)|0.55)|0.41)|0.57,jaroWinkler(x.street,y.street)|0.56)	WENN sich zwei Geometrien zu 82 % überschneiden ODER die Städtenamen (Cosine ≥ 52 %) und die Straßennamen (Jaro-Winkler ≥ 56 %) sehr ähnlich sind, DANN handelt es sich wahrscheinlich um denselben Ort
AND(OR(contains(x.geo,y.geo)|0.56,AND(OR(levenshtein(x.city,y.city)|0.56,levenshtein(x.city,y.city)|0.46)|0.46,ratcliff(x.street,y.street)|0.34)|0.48)|0.60,levenshtein(x.city,y.city)|0.46)	WENN eine Geometrie die andere zu 56 % enthält ODER die Städtenamen sehr ähnlich sind (Levenshtein ≥ 56 %) und die Straßennamen moderat ähnlich sind (Ratcliff), DANN beziehen sie sich auf denselben Ort
AND(OR(intersects(x.geo,y.geo)|0.56,AND(OR(qgrams(x.city,y.city)|0.47,jaccard(x.city,y.city)|0.49)|0.42,jaroWinkler(x.street,y.street)|0.37)|0.44)|0.44,jaccard(x.city,y.city)|0.49)	WENN sich die Geometrien zu 56 % überschneiden ODER die Städtenamen (Q-grams und Jaccard) und die Straßennamen (Jaro-Winkler) alle etwas ähnlich sind, DANN gelten sie als Übereinstimmung
AND(OR(intersects(x.geo,y.geo)|0.72,AND(OR(qgrams(x.city,y.city)|0.52,jaroWinkler(x.street,y.street)|0.58)|0.56,ratcliff(x.street,y.street)|0.50)|0.44)|0.43,jaroWinkler(x.street,y.street)|0.58)	WENN sich die Geometrien zu 72 % überschneiden ODER die Städtenamen (Q-grams) und Straßennamen (Jaro-Winkler) beide stark ähnlich sind, DANN beschreiben die Entitäten wahrscheinlich denselben Ort
AND(OR(haversine(x.geo,y.geo)|10.0,AND(OR(qgrams(x.city,y.city)|0.3,jaroWinkler(x.street,y.street)|0.5)|0.4,ratcliff(x.city,y.city)|0.2)|0.5)|0.4,levenshtein(x.street,y.street)|0.3)	WENN zwei Entitäten weniger als 10 km voneinander entfernt sind (Haversine), ODER ihre Städtenamen ähnlich sind (Q-grams ≥ 0.3 oder Ratcliff ≥ 0.2) und ihre Straßennamen (Jaro-Winkler ≥ 0.5), DANN beziehen sie sich wahrscheinlich auf denselben Ort, wenn ihre Straßennamen (Levenshtein) ebenfalls ähnlich sind (≥ 0.3)
AND(OR(haversine(x.geo,y.geo)|15.0,AND(OR(jaccard(x.city,y.city)|0.4,jaroWinkler(x.city,y.city)|0.6)|0.5,cosine(x.city,y.city)|0.35)|0.6)|0.5,qgrams(x.street,y.street)|0.25)	WENN die geografische Entfernung unter 15 km liegt (Haversine), ODER ihre Städtenamen ähnlich sind nach Jaccard (≥ 0.4) oder Jaro-Winkler (≥ 0.6), und die Cosine-Ähnlichkeit mindestens 0.35 beträgt, DANN stimmen sie überein, wenn ihre Straßennamen (Q-grams) ≥ 0.25 ähnlich sind
AND(OR(vincenty(x.geo,y.geo)|20.3,AND(OR(cosine(x.city,y.city)|0.48,qgrams(x.city,y.city)|0.49)|0.45,ratcliff(x.street,y.street)|0.55)|0.53)|0.41,qgrams(x.city,y.city)|0.49)	WENN sich die Entitäten innerhalb von 20.3 km befinden (Vincenty), ODER die Städtenamen eine starke Ähnlichkeit aufweisen (Cosine ≥ 0.48 oder Q-grams ≥ 0.49) und die Straßennamen (Ratcliff ≥ 0.55), DANN gelten sie als Übereinstimmung, wenn die Q-gram-Ähnlichkeit der Städte ≥ 0.49 ist
AND(OR(vincenty(x.geo,y.geo)|7.4,AND(OR(levenshtein(x.city,y.city)|0.31,jaroWinkler(x.street,y.street)|0.51)|0.60,levenshtein(x.city,y.city)|0.41)|0.41)|0.50,jaroWinkler(x.street,y.street)|0.51)	WENN die Orte weniger als 7.4 km auseinanderliegen (Vincenty), ODER ihre Stadt- und Straßennamen sehr ähnlich sind (Levenshtein ≥ 0.31 und Jaro-Winkler ≥ 0.51), DANN Übereinstimmung, wenn Levenshtein ≥ 0.41
AND(OR(greatCircle(x.geo,y.geo)|9.5,AND(OR(levenshtein(x.city,y.city)|0.45,cosine(x.city,y.city)|0.55)|0.57,jaccard(x.city,y.city)|0.44)|0.53)|0.58,cosine(x.city,y.city)|0.55)	WENN sich die Entitäten innerhalb von 9.5 km befinden (Great-Circle), ODER die Städtenamen ähnlich sind (Levenshtein ≥ 0.45 oder Cosine ≥ 0.55) und die Jaccard-Ähnlichkeit ≥ 0.44 beträgt, DANN gelten sie als Übereinstimmung, wenn Cosine ≥ 0.55
AND(OR(greatCircle(x.geo,y.geo)|5.1,AND(OR(jaroWinkler(x.street,y.street)|0.52,ratcliff(x.street,y.street)|0.59)|0.53,jaroWinkler(x.street,y.street)|0.34)|0.47)|0.44,ratcliff(x.street,y.street)|0.59)	WENN zwei Orte weniger als 5.1 km voneinander entfernt sind (Great-Circle), ODER Straßennamen (Jaro-Winkler ≥ 0.52 oder Ratcliff ≥ 0.59) sehr ähnlich sind, DANN Übereinstimmung, wenn Ratcliff ebenfalls ≥ 0.59 ist
AND(OR(euclidean(x.geo,y.geo)|13.3,AND(OR(ratcliff(x.street,y.street)|0.40,cosine(x.city,y.city)|0.43)|0.43,ratcliff(x.street,y.street)|0.56)|0.41)|0.54,cosine(x.city,y.city)|0.43)	WENN zwei Entitäten innerhalb von 13.3 Einheiten im euklidischen Raum liegen, ODER ihre Straßennamen (Ratcliff ≥ 0.40) und Städtenamen (Cosine ≥ 0.43) ähnlich sind, DANN verknüpfen, wenn Ratcliff ≥ 0.56
AND(OR(euclidean(x.geo,y.geo)|17.2,AND(OR(cosine(x.city,y.city)|0.35,levenshtein(x.city,y.city)|0.44)|0.46,ratcliff(x.street,y.street)|0.32)|0.52)|0.57,levenshtein(x.city,y.city)|0.44)	WENN der euklidische Abstand unter 17.2 liegt, ODER die Städtenamen (Cosine ≥ 0.35, Levenshtein ≥ 0.44) und die Straßennamen (Ratcliff ≥ 0.32) ähnlich sind, DANN Übereinstimmung, wenn Levenshtein ≥ 0.44
AND(OR(manhattan(x.geo,y.geo)|20.3,AND(OR(qgrams(x.city,y.city)|0.30,levenshtein(x.city,y.city)|0.36)|0.52,jaroWinkler(x.street,y.street)|0.36)|0.46)|0.44,levenshtein(x.city,y.city)|0.36)	WENN zwei Orte weniger als 20.3 Blocks auseinander liegen (Manhattan), ODER die Städtenamen (Q-grams ≥ 0.30 oder Levenshtein ≥ 0.36) und Straßennamen (Jaro-Winkler ≥ 0.36) ähnlich sind, DANN Übereinstimmung, wenn Levenshtein ≥ 0.36
AND(OR(manhattan(x.geo,y.geo)|11.4,AND(OR(ratcliff(x.street,y.street)|0.59,cosine(x.city,y.city)|0.48)|0.42,ratcliff(x.street,y.street)|0.55)|0.42)|0.59,cosine(x.city,y.city)|0.48)	WENN sich zwei Orte innerhalb von 11.4 Einheiten im Stadtgitter befinden, ODER Straßennamen (Ratcliff ≥ 0.59) und Städtenamen (Cosine ≥ 0.48) ähnlich sind, DANN Übereinstimmung, wenn Cosine ≥ 0.48
AND(OR(geodesic(x.geo,y.geo)|15.4,AND(OR(ratcliff(x.street,y.street)|0.41,cosine(x.city,y.city)|0.52)|0.49,jaroWinkler(x.street,y.street)|0.53)|0.51)|0.57,cosine(x.city,y.city)|0.52)	WENN zwei Orte weniger als 15.4 km auseinanderliegen (Geodäsie), ODER Straßennamen (Ratcliff ≥ 0.41), Städtenamen (Cosine ≥ 0.52) und Straßennamen (Jaro-Winkler ≥ 0.53) ähnlich sind, DANN Übereinstimmung, wenn Cosine ≥ 0.52
AND(OR(geodesic(x.geo,y.geo)|11.5,AND(OR(jaccard(x.city,y.city)|0.49,jaccard(x.city,y.city)|0.42)|0.41,jaccard(x.city,y.city)|0.37)|0.59)|0.59,jaccard(x.city,y.city)|0.42)	WENN innerhalb von 11.5 km (Geodäsie), ODER die Städtenamen zeigen konsistente Jaccard-Ähnlichkeit (≥ 0.49, ≥ 0.42, ≥ 0.37), DANN gelten sie als gleich
AND(OR(geodesic(x.geo,y.geo)|9.5,AND(OR(cosine(x.city,y.city)|0.36,qgrams(x.city,y.city)|0.40)|0.59,ratcliff(x.street,y.street)|0.56)|0.53)|0.47,qgrams(x.city,y.city)|0.40)	WENN die geodätische Entfernung unter 9.5 km liegt, ODER die Städtenamen (Cosine ≥ 0.36 oder Q-grams ≥ 0.40) und die Straßennamen (Ratcliff ≥ 0.56) ähnlich sind, DANN Übereinstimmung, wenn Q-grams ≥ 0.40
AND(OR(manhattan(x.geo,y.geo)|9.4,AND(OR(ratcliff(x.street,y.street)|0.56,jaccard(x.city,y.city)|0.34)|0.44,jaccard(x.city,y.city)|0.50)|0.52)|0.57,jaccard(x.city,y.city)|0.34)	WENN Entfernung unter 9.4 Einheiten (Manhattan), ODER Straßennamen (Ratcliff ≥ 0.56) und Städtenamen (Jaccard ≥ 0.34 und ≥ 0.50) nahe beieinander liegen, DANN Übereinstimmung, wenn Jaccard ≥ 0.34
AND(OR(euclidean(x.geo,y.geo)|8.2,AND(OR(jaroWinkler(x.street,y.street)|0.39,cosine(x.city,y.city)|0.38)|0.47,cosine(x.city,y.city)|0.47)|0.43)|0.49,cosine(x.city,y.city)|0.38)	WENN zwei Entitäten innerhalb von 8.2 km auf der Erde liegen (euklidisch), ODER ihre Straßennamen (Jaro-Winkler ≥ 0.39) oder Städtenamen (Cosine ≥ 0.38), und Cosine ≥ 0.47, DANN Übereinstimmung, wenn Cosine ≥ 0.38
AND(OR(greatCircle(x.geo,y.geo)|15.0,AND(OR(levenshtein(x.city,y.city)|0.31,qgrams(x.city,y.city)|0.48)|0.52,qgrams(x.city,y.city)|0.40)|0.51)|0.49,qgrams(x.city,y.city)|0.48)	WENN zwei Orte weniger als 15.0 km voneinander entfernt sind (Great-Circle), ODER Städtenamen (Levenshtein ≥ 0.31, Q-grams ≥ 0.48), DANN Übereinstimmung, wenn Q-grams ≥ 0.48
AND(OR(greatCircle(x.geo,y.geo)|15.4,AND(OR(qgrams(x.city,y.city)|0.52,ratcliff(x.street,y.street)|0.38)|0.53,jaroWinkler(x.street,y.street)|0.55)|0.53)|0.54,ratcliff(x.street,y.street)|0.38)	WENN innerhalb von 15.4 km (Great-Circle), ODER Städtenamen zeigen konsistente Q-gram-Ähnlichkeit (≥ 0.52), Straßennamen (Ratcliff ≥ 0.38, Jaro-Winkler ≥ 0.55), DANN gelten sie als identisch
AND(OR(vincenty(x.geo,y.geo)|22.9,AND(OR(ratcliff(x.street,y.street)|0.44,jaccard(x.city,y.city)|0.30)|0.40,cosine(x.city,y.city)|0.51)|0.57)|0.49,jaccard(x.city,y.city)|0.30)	WENN die Vincenty-Distanz unter 22.9 km liegt, ODER die Straßennamen (Ratcliff ≥ 0.44), Städtenamen (Jaccard ≥ 0.30) und Cosine ≥ 0.51, DANN Übereinstimmung, wenn Jaccard ≥ 0.30
AND(OR(geodesic(x.geo,y.geo)|11.2,AND(OR(qgrams(x.city,y.city)|0.43,cosine(x.city,y.city)|0.37)|0.59,jaccard(x.city,y.city)|0.58)|0.48)|0.47,cosine(x.city,y.city)|0.37)	WENN zwei Entitäten innerhalb von 11.2 km gemäß geodätischer Distanz (exakte Erdoberfläche) liegen, ODER ihre Städtenamen sind moderat ähnlich mit Q-grams (≥ 0.43) oder Cosine (≥ 0.37) und die Jaccard-Ähnlichkeit ≥ 0.58, DANN gelten sie als gleich, wenn Cosine ≥ 0.37
AND(OR(greatCircle(x.geo,y.geo)|6.8,AND(OR(jaroWinkler(x.street,y.street)|0.37,levenshtein(x.city,y.city)|0.49)|0.42,cosine(x.city,y.city)|0.43)|0.44)|0.56,levenshtein(x.city,y.city)|0.49)	WENN zwei Entitäten weniger als 6.8 km voneinander entfernt sind (Great-Circle), ODER ihre Straßennamen sind ähnlich nach Jaro-Winkler (≥ 0.37) oder die Städtenamen sind ähnlich nach Levenshtein (≥ 0.49), und ihre Cosine-Ähnlichkeit ≥ 0.43, DANN Übereinstimmung, wenn Levenshtein ≥ 0.49

