0	1
AND(OR(yearMatch(x.date,y.date)|0.42,AND(OR(qgrams(x.event,y.event)|0.54,cosine(x.event,y.event)|0.41)|0.51,jaroWinkler(x.event,y.event)|0.54)|0.50)|0.53,cosine(x.event,y.event)|0.41)	If two events are in the same year (≥ 42%), or their names are fairly similar (Q-grams ≥ 0.54 or Cosine ≥ 0.41) and Jaro-Winkler ≥ 0.54, then they match if Cosine similarity is ≥ 0.41
AND(OR(yearMatch(x.date,y.date)|0.47,AND(OR(levenshtein(x.event,y.event)|0.44,jaroWinkler(x.event,y.event)|0.31)|0.40,cosine(x.event,y.event)|0.30)|0.60)|0.44,jaroWinkler(x.event,y.event)|0.31)	If two events are in the same year (≥ 47%), or their names are similar (Levenshtein ≥ 0.44 or Jaro-Winkler ≥ 0.31) and Cosine ≥ 0.30, then they match if Jaro-Winkler is at least 0.31
AND(OR(dateDifference(x.date,y.date)|0.45,AND(OR(jaroWinkler(x.event,y.event)|0.44,cosine(x.event,y.event)|0.35)|0.59,cosine(x.event,y.event)|0.34)|0.46)|0.57,cosine(x.event,y.event)|0.35)	If the time difference between events is small (≤ 0.45), or names are somewhat similar (Jaro-Winkler ≥ 0.44 or Cosine ≥ 0.35) and Cosine ≥ 0.34, then they match
AND(OR(dateDifference(x.date,y.date)|0.69,AND(OR(jaroWinkler(x.event,y.event)|0.60,jaroWinkler(x.event,y.event)|0.31)|0.51,qgrams(x.event,y.event)|0.43)|0.43)|0.51,jaroWinkler(x.event,y.event)|0.31)	If the time difference is within a threshold (≤ 0.69), or names are similar (Jaro-Winkler ≥ 0.60 and Jaro-Winkler ≥ 0.31) and Q-grams ≥ 0.43, then they match
AND(OR(after(x.date,y.date)|0.84,AND(OR(qgrams(x.event,y.event)|0.54,levenshtein(x.event,y.event)|0.40)|0.43,qgrams(x.event,y.event)|0.37)|0.41)|0.48,levenshtein(x.event,y.event)|0.40)	If one event happened after another (≥ 84%), or names are moderately similar (Q-grams ≥ 0.54 or Levenshtein ≥ 0.40) and Q-grams ≥ 0.37, then they refer to the same event
AND(OR(monthMatch(x.date,y.date)|0.47,AND(OR(qgrams(x.event,y.event)|0.35,qgrams(x.event,y.event)|0.34)|0.48,levenshtein(x.event,y.event)|0.41)|0.45)|0.46,qgrams(x.event,y.event)|0.34)	If events happened in the same month (≥ 47%), or event names are fairly similar (Q-grams ≥ 0.35 and Q-grams ≥ 0.34) and Levenshtein ≥ 0.41, then they match
AND(OR(monthMatch(x.date,y.date)|0.63,AND(OR(cosine(x.event,y.event)|0.40,jaroWinkler(x.event,y.event)|0.40)|0.55,levenshtein(x.event,y.event)|0.47)|0.46)|0.56,jaroWinkler(x.event,y.event)|0.40)	If two events happened in the same month (≥ 63%), or names are somewhat similar (Cosine ≥ 0.40 and Jaro-Winkler ≥ 0.40) and Levenshtein ≥ 0.47, then they are linked
AND(OR(dateDifference(x.date,y.date)|0.65,AND(OR(levenshtein(x.event,y.event)|0.49,cosine(x.event,y.event)|0.49)|0.48,levenshtein(x.event,y.event)|0.42)|0.51)|0.45,cosine(x.event,y.event)|0.49)	If the time difference between events is ≤ 0.65, or names are similar (Levenshtein ≥ 0.49 and Cosine ≥ 0.49) and Levenshtein ≥ 0.42, then they match if Cosine similarity is at least 0.49
AND(OR(yearMatch(x.date,y.date)|0.49,AND(OR(jaroWinkler(x.event,y.event)|0.45,qgrams(x.event,y.event)|0.43)|0.57,cosine(x.event,y.event)|0.31)|0.58)|0.43,qgrams(x.event,y.event)|0.43)	If two events occurred in the same year (≥ 49%), or names are similar (Jaro-Winkler ≥ 0.45 or Q-grams ≥ 0.43) and Cosine ≥ 0.31, then they are considered the same if Q-gram similarity is ≥ 0.43
AND(OR(withinDays(x.date,y.date)|0.71,AND(OR(cosine(x.event,y.event)|0.46,cosine(x.event,y.event)|0.47)|0.59,cosine(x.event,y.event)|0.49)|0.56)|0.52,cosine(x.event,y.event)|0.47)	If the two events occurred within a few days (withinDays ≥ 0.71), and their names are very similar (Cosine ≥ 0.46, ≥ 0.47, and ≥ 0.49), then they match

